revenuMensuel,montant,dureeMois,autresCharges,ancienneteMois,incidentsPaiement,fichageBam,score,approved
8819.01,507824.74,36,2912.0,91,0,0,20,0
20869.98,403118.29,36,0,43,0,0,30,0
23928.82,313175.92,240,0,74,0,0,100,1
22486.81,136575.19,36,0,37,0,0,91,1
30449.79,198244.21,12,0,109,0,0,41,0
14449.85,801692.36,12,0,53,0,0,22,0
29886.12,379147.12,120,0,14,1,0,84,1
16870.2,219211.61,60,0,49,0,0,83,1
26941.84,85375.03,48,0,16,0,0,100,1
5857.91,647468.56,240,0,116,0,0,18,0
20664.85,154648.93,36,0,21,0,1,42,0
15775.88,575899.35,48,1766.97,8,0,0,15,0
18569.67,47884.7,60,0,8,1,0,86,1
8800.1,533191.46,24,0,13,3,0,0,0
18934.54,166785.5,24,1933.12,50,0,0,49,0
18341.65,716258.97,12,0,83,0,0,26,0
16384.26,319124.92,36,545.7,11,0,0,17,0
7899.84,362460.58,240,2753.17,9,0,0,11,0
9708.67,176051.47,60,0,60,0,0,71,1
28082.21,227468.77,120,906.85,104,0,0,100,1
12858.35,422478.95,240,0,74,0,0,85,1
15695.08,176338.15,24,1515.35,109,1,0,18,0
10273.25,238145.08,12,2325.28,25,0,0,15,0
14540.3,201787.19,12,0,5,0,0,14,0
14873.71,848594.69,240,0,29,0,0,67,1
19497.56,241173.67,120,0,24,2,0,74,1
15496.4,401677.13,24,0,37,0,0,20,0
7726.96,723409.72,48,0,47,0,0,17,0
22661.18,686961.42,12,0,118,0,0,29,0
17820.51,431030.94,48,0,56,0,0,35,0
29159.91,395483.3,60,1885.98,51,0,0,83,1
26521.98,423237.14,240,0,22,0,0,98,1
18772.59,541437.26,120,616.37,4,0,0,68,1
12466.11,284501.03,48,0,35,0,0,35,0
7746.5,404700.78,60,0,112,0,0,19,0
20931.3,462803.73,48,1406.14,119,0,0,34,0
33920.79,208741.13,12,1695.21,106,0,1,0,0
15601.81,606508.68,240,0,65,1,0,74,1
18525.44,258928.32,12,0,117,0,0,26,0
9535.96,700615.74,24,0,101,0,0,20,0
17742.64,626020.21,12,0,19,0,0,18,0
6104.2,266806.7,60,0,90,0,1,0,0
28489.71,222307.26,48,0,79,0,0,97,1
15759.88,406910.75,48,1328.65,43,0,0,21,0
31400.01,159077.77,12,0,34,0,0,64,1
26945.38,438733.82,120,0,78,0,0,98,1
7510.94,564024.72,24,2651.14,104,0,0,19,0
8235.1,176608.12,60,0,113,0,0,63,1
24487.54,180261.89,60,0,99,0,0,100,1
6057.45,146221.14,24,610.85,13,0,0,10,0
8560.37,760789.11,12,0,20,0,0,12,0
20101.92,673482.48,12,0,37,0,0,23,0
8781.96,254949.81,36,0,95,0,0,20,0
13673.35,338098.36,120,2935.82,89,0,0,51,0
6831.41,350608.91,48,1171.5,83,0,0,18,0
5385.83,315987.49,240,0,12,0,0,56,0
8107.74,637123.95,48,0,96,0,0,19,0
8031.32,829106.26,240,1235.24,73,0,0,19,0
13378.64,104918.96,120,0,21,0,0,92,1
10892.72,226923.55,240,0,79,0,0,91,1
32740.52,674531.55,24,2402.28,57,1,0,22,0
6551.46,192349.22,12,0,85,0,0,18,0
8517.12,702208.26,12,0,10,0,0,11,0
15993.58,559684.57,120,2501.13,26,0,0,35,0
5608.03,460961.89,120,0,23,0,0,11,0
18149.94,166118.06,120,0,71,0,0,100,1
18097.2,605809.26,12,2057.74,111,0,0,26,0
23974.37,463069.72,240,0,66,0,0,100,1
16753.68,117229.12,24,0,81,0,0,79,1
7806.01,237434.69,24,0,92,0,0,19,0
12767.1,133175.87,240,0,120,0,0,99,1
24819.26,574099.52,12,0,93,0,0,30,0
14159.6,336996.6,240,0,70,0,0,91,1
18106.65,189539.25,12,0,76,0,0,26,0
11042.35,621534.37,12,2473.09,57,0,0,21,0
22028.87,219666.98,48,2192.68,45,0,0,78,1
27713.08,645350.5,36,0,82,0,0,31,0
19427.52,235464.52,120,2957.96,49,0,0,81,1
10878.62,608366.47,36,922.94,46,0,0,19,0
27109.94,156481.4,120,2637.47,8,0,0,90,1
24310.19,223688.12,120,0,4,0,0,95,1
16294.66,399142.72,24,1686.67,107,0,0,25,0
12396.06,709624.35,60,0,104,0,0,22,0
10769.03,456969.54,48,0,37,0,0,17,0
10877.92,786475.69,120,2504.99,97,0,0,21,0
23680.57,664685.86,48,0,37,0,0,25,0
11311.43,808425.36,12,0,118,0,0,21,0
6768.03,370950.58,120,555.35,99,0,0,18,0
9131.33,142100.89,24,0,104,1,0,11,0
7696.81,661403.77,240,0,37,0,1,0,0
16801.47,177058.05,60,0,63,0,0,89,1
27871.01,830370.16,48,824.52,32,0,0,26,0
12858.31,514956.05,60,0,105,1,0,13,0
9510.02,27102.81,120,0,76,2,0,82,1
19564.12,585341.57,240,0,40,0,0,88,1
9822.59,294836.2,60,0,23,0,0,22,0
9660.93,716292.38,24,0,72,0,0,20,0
15234.39,542854.21,60,0,69,0,0,24,0
9446.87,600444.09,240,0,21,0,0,56,0
10474.86,737539.21,24,1202.66,112,0,0,21,0
12775.98,309528.34,24,0,16,0,0,15,0
10898.85,53417.92,36,547.18,5,0,0,76,1
15897.56,402438.9,36,0,8,0,0,15,0
17849.89,292363.89,12,0,10,3,0,0,0
17840.3,552378.23,12,0,102,0,0,26,0
28323.18,480197.79,60,832.79,66,0,0,81,1
19849.46,314781.53,36,0,104,0,0,55,0
14612.97,140072.79,36,2494.31,101,0,0,55,0
18099.72,137462.66,60,1763.86,61,0,0,86,1
9783.41,566468.96,12,2721.5,81,0,0,20,0
11309.79,827807.57,120,0,33,0,0,17,0
20894.79,616371.97,120,0,91,1,0,72,1
6256.62,670992.74,240,0,26,0,0,12,0
14511.64,514140.48,48,0,68,0,1,0,0
11218.48,546385.77,240,0,72,0,0,74,1
8976.9,675066.66,60,1558.87,119,0,1,0,0
11761.83,615184.06,36,0,5,0,0,13,0
11063.18,826645.81,36,0,116,0,0,21,0
6015.2,156265.81,36,0,43,3,0,0,0
31358.92,239444.9,48,0,75,0,0,97,1
15169.62,372464.38,120,0,34,0,0,78,1
21616.46,361670.05,48,1241.31,113,0,0,64,1
8768.35,408055.17,24,0,112,3,0,0,0
6666.43,98684.11,24,2876.7,113,0,1,0,0
11312.03,232578.06,120,0,103,0,0,83,1
32955.77,606029.51,36,0,5,0,0,33,0
16211.01,192908.89,240,0,14,0,0,92,1
9232.0,229403.3,12,0,13,0,0,12,0
13902.85,668329.73,240,0,14,0,0,68,1
9591.79,526403.04,12,0,95,0,0,20,0
19217.45,695146.14,120,0,117,0,0,73,1
8025.59,108966.57,60,2916.63,10,2,0,0,0
11627.34,719889.37,60,1510.32,73,1,0,12,0
15004.21,527803.41,240,0,55,0,0,84,1
6163.12,43805.79,60,0,36,0,0,84,1
11842.02,144542.43,48,2985.44,40,0,0,34,0
23168.92,249771.33,12,0,88,1,0,20,0
8123.57,82595.78,12,0,73,3,0,0,0
25046.84,529342.89,60,0,68,0,0,75,1
21100.08,109025.52,36,0,48,0,0,94,1
12459.29,118729.71,12,0,63,2,0,4,0
15626.21,197197.01,36,2590.23,115,0,0,37,0
16886.44,155139.13,240,0,40,0,0,99,1
29142.21,407326.99,24,0,19,3,0,0,0
7747.88,717131.27,24,0,17,1,0,3,0
20438.54,493695.74,60,0,9,0,0,52,0
14699.51,217601.91,12,1135.98,49,1,0,12,0
11877.13,251516.61,24,0,20,0,0,15,0
16666.39,634820.43,60,0,62,0,0,25,0
25899.46,501101.53,36,0,39,1,1,0,0
27221.78,276269.85,240,0,50,0,0,100,1
19566.2,391584.56,60,0,109,0,0,74,1
21824.36,134382.4,240,0,18,0,0,100,1
13216.22,417699.78,120,0,43,1,0,61,1
8500.33,424283.0,24,669.7,4,0,0,10,0
15958.34,120019.94,24,0,50,0,0,74,1
6190.22,536924.07,240,858.76,41,2,0,0,0
13559.69,461856.1,60,2875.58,42,0,0,20,0
18227.78,444659.99,24,0,23,0,0,20,0
13626.01,652408.58,120,0,112,0,0,45,0
8320.23,184270.76,240,0,8,1,0,70,1
21473.44,97380.31,36,0,34,0,0,94,1
15143.99,221354.74,120,0,12,0,0,84,1
17479.58,29042.01,12,1702.79,85,0,0,85,1
16711.82,265265.35,120,1987.18,86,0,0,81,1
22826.51,484605.93,120,0,42,0,0,88,1
14294.74,170503.49,24,2514.78,109,0,0,23,0
27328.3,231819.74,240,0,49,0,0,100,1
4855.71,293760.79,240,0,30,3,0,31,0
23113.63,141525.44,240,0,46,0,0,100,1
27075.34,547776.83,36,0,14,1,0,14,0
15449.73,507376.96,240,0,69,0,0,87,1
28490.76,196923.47,120,0,85,0,0,100,1
25845.77,533757.5,12,0,85,0,0,31,0
19219.81,212754.94,240,0,41,0,0,99,1
9173.36,542742.07,240,2727.95,37,0,0,16,0
13154.2,836612.7,240,0,54,0,0,63,1
19191.93,152299.54,12,0,92,0,0,26,0
28104.52,50270.74,12,0,99,0,0,99,1
20261.04,201213.49,12,0,82,0,0,27,0
17862.88,403329.24,24,0,30,0,0,21,0
9621.23,278267.46,36,0,24,0,0,14,0
14985.66,277967.86,120,0,96,0,0,88,1
15836.57,347305.44,120,0,45,3,0,56,0
13393.95,296398.4,120,0,93,0,0,84,1
15794.68,120769.55,120,0,29,0,0,94,1
10084.56,608362.34,240,0,64,0,0,66,1
9214.11,135907.8,12,0,50,0,1,0,0
13282.96,484740.94,240,1486.99,5,0,1,23,0
18558.68,484201.93,48,0,58,0,0,26,0
7287.68,77187.66,24,869.23,120,0,0,23,0
19957.01,287691.28,12,934.01,86,0,0,27,0
8230.02,137033.66,24,858.96,93,1,0,10,0
6861.42,576769.01,60,626.91,15,0,0,11,0
6495.97,564120.58,48,1030.66,84,0,0,18,0
13028.65,144263.02,36,0,54,2,0,55,0
6974.33,667464.28,48,0,106,0,0,18,0
10784.14,364952.47,120,0,94,1,0,61,1
7539.07,337919.87,120,1137.99,1,0,0,9,0
24174.89,167978.31,36,0,20,0,0,86,1
32593.37,579641.45,36,1356.24,40,0,0,34,0
16904.82,268277.52,60,726.68,1,0,0,66,1
15165.71,94758.44,24,0,25,1,0,66,1
29968.94,234002.38,48,0,108,0,0,97,1
25105.4,170326.73,36,529.27,119,0,0,92,1
10975.12,750788.13,12,1647.09,50,0,0,19,0
13236.19,262061.87,24,2977.01,4,0,0,13,0
23976.72,322870.64,12,0,118,0,0,30,0
26898.19,287492.4,60,0,71,0,1,54,0
7794.19,267155.97,120,0,11,0,0,60,1
12382.13,693978.61,240,0,115,0,0,70,1
13893.53,751619.11,120,0,46,1,0,19,0
24268.53,873656.25,240,1804.61,74,0,1,43,0
15306.06,268441.23,120,1283.52,107,1,0,72,1
13446.26,232586.29,36,0,57,0,0,42,0
23622.05,492684.82,48,0,45,0,0,54,0
19192.58,452323.7,36,1368.73,57,0,0,26,0
7270.92,580070.06,12,2949.62,27,0,0,14,0
4939.38,634126.15,24,1129.94,117,0,0,17,0
15659.41,460909.64,24,0,67,3,0,0,0
14020.81,723156.24,12,2312.29,31,2,0,0,0
15802.63,286889.22,48,0,22,0,0,59,0
10906.23,178584.69,120,0,40,0,0,85,1
10137.68,624928.62,36,2093.62,65,1,0,11,0
13626.36,189859.57,36,0,42,1,0,52,0
12109.52,420232.24,120,0,40,0,0,67,1
14591.07,231749.21,12,0,104,0,0,23,0
16018.55,295949.78,120,0,108,1,1,39,0
19598.51,576730.31,60,0,55,0,0,37,0
6267.79,265392.31,36,0,106,0,0,18,0
9349.3,510793.72,24,0,113,0,0,20,0
13317.23,311353.34,120,0,77,0,0,83,1
16571.16,107053.22,24,0,27,0,0,76,1
16699.94,275570.63,48,2039.47,70,0,0,47,0
10093.47,131108.77,48,0,113,0,0,75,1
19013.55,459596.0,12,0,78,1,0,17,0
16952.32,250425.62,48,0,119,0,0,76,1
10137.92,301265.11,48,0,7,0,0,11,0
18207.17,126766.47,12,2732.28,30,0,0,21,0
6759.32,695870.52,60,0,22,2,0,0,0
18047.45,448525.33,120,0,56,1,0,74,1
21885.17,71125.11,60,0,112,0,0,100,1
16315.71,795950.58,24,0,81,0,0,25,0
14335.83,477704.12,120,1157.78,89,2,0,43,0
21221.67,202161.32,12,0,47,0,0,26,0
14462.28,56751.48,60,0,34,0,0,95,1
31632.07,262139.36,60,0,118,0,0,99,1
9696.38,336308.41,240,0,35,2,0,60,1
9110.28,795445.87,12,0,15,0,0,13,0
16647.27,259224.3,120,0,83,1,0,83,1
33515.87,144273.93,60,0,58,1,0,97,1
12079.58,358115.0,240,1027.25,120,0,0,79,1
22142.78,723571.62,24,0,14,0,0,20,0
24996.0,524653.18,120,0,14,0,0,84,1
17189.77,199711.49,24,993.1,59,0,0,32,0
13689.55,99571.22,120,860.66,23,0,0,87,1
12176.31,431062.06,48,0,25,1,0,7,0
10701.89,211705.93,60,0,110,0,0,69,1
21943.19,216073.42,60,1787.02,35,0,0,82,1
26233.11,100771.47,240,608.41,28,0,0,100,1
24805.26,354022.05,60,1663.69,1,0,0,71,1
9334.85,256676.68,48,861.95,118,0,0,20,0
15545.36,373012.86,240,0,74,0,0,92,1
26887.08,513987.36,60,0,16,0,0,73,1
11694.9,347766.51,24,0,81,0,0,21,0
7513.56,878807.91,12,0,16,0,0,12,0
12640.01,644239.72,48,0,1,0,0,12,0
14723.3,766552.37,120,2485.35,104,0,0,23,0
8103.01,675593.21,60,980.08,95,0,0,19,0
18774.81,491403.33,24,0,53,0,0,25,0
15435.76,233342.5,48,0,73,1,0,65,1
14603.6,242139.76,60,1134.2,17,0,0,62,1
9692.91,783444.87,36,924.21,12,0,0,12,0
13792.03,342172.51,24,0,47,0,0,21,0
29467.15,315662.18,120,0,69,0,0,100,1
23074.71,392752.7,24,0,105,2,0,11,0
20809.58,559357.83,48,753.18,119,0,0,28,0
25580.72,344400.52,24,0,93,0,0,33,0
7094.93,412080.53,120,0,70,0,0,18,0
7553.03,176242.29,240,922.87,60,0,0,76,1
25091.74,107727.49,48,0,16,0,0,97,1
16404.59,466129.92,240,0,74,0,0,90,1
19275.29,564208.63,48,0,3,2,0,0,0
13645.21,176344.8,240,0,50,1,0,87,1
7200.54,446338.69,60,0,117,0,0,18,0
11655.88,399758.33,48,0,117,0,0,21,0
11144.32,275751.22,60,2475.93,81,2,0,3,0
13582.66,296507.12,60,0,24,0,0,60,1
14675.18,213197.89,60,0,113,1,0,71,1
15939.59,329987.45,24,0,26,0,1,0,0
28845.01,110621.05,36,1520.7,49,1,0,87,1
6413.33,194694.05,48,0,54,0,0,17,0
31121.58,69284.44,120,0,85,2,0,94,1
19156.92,216927.2,240,0,47,0,0,100,1
5777.44,713016.71,12,0,114,0,0,18,0
25380.19,155415.78,24,2736.97,32,0,0,73,1
11471.15,562879.79,60,993.22,83,0,0,21,0
7204.5,236526.26,36,0,6,1,0,0,0
16998.55,573994.52,12,0,23,1,0,10,0
10008.49,734992.54,240,0,7,3,0,11,0
13856.79,843580.68,36,1904.54,10,0,0,15,0
14010.7,730161.35,60,0,66,0,0,23,0
10066.03,691920.9,36,2569.07,25,1,0,5,0
9986.1,22737.92,36,0,37,0,0,93,1
28794.26,495127.78,24,2701.82,39,1,0,19,0
21465.48,628530.08,60,2490.3,97,1,0,19,0
20622.8,393224.06,12,694.23,88,0,0,27,0
10941.53,180788.29,120,1531.49,99,0,0,74,1
15879.09,538069.08,12,2258.56,62,0,0,24,0
22951.15,251084.17,24,0,61,2,0,38,0
12949.09,250351.93,48,2861.28,86,0,1,0,0
14595.0,116830.6,24,1501.27,91,0,0,56,0
7000.35,698709.93,24,2518.06,63,0,0,18,0
12056.57,354102.29,60,0,41,0,0,30,0
20677.52,136176.66,24,0,6,0,0,74,1
12570.02,117336.92,240,0,120,1,0,90,1
22094.67,502419.71,60,1676.79,35,0,0,46,0
13354.87,129115.49,120,0,120,0,0,96,1
9591.34,94755.58,48,0,4,0,0,72,1
16664.24,651106.53,12,642.94,101,1,0,16,0
8868.16,172628.01,240,1050.77,20,0,0,73,1
16987.13,214262.11,12,0,94,0,0,25,0
19473.25,95533.99,120,0,31,0,0,100,1
10202.02,145253.1,60,0,45,3,0,49,0
16303.44,347082.35,24,2555.93,79,0,0,25,0
13316.04,381885.66,12,0,68,2,0,5,0
20730.81,289682.52,240,0,60,3,0,74,1
22601.78,307858.8,60,0,57,0,0,88,1
9404.48,286050.67,240,2207.99,74,1,0,49,0
12628.85,186593.07,120,0,33,0,0,86,1
13373.13,790834.59,36,0,51,1,0,13,0
18919.0,504900.06,240,2492.41,92,0,0,80,1
21744.22,61955.35,36,2512.85,113,0,0,92,1
9648.75,150618.8,12,1713.4,26,0,1,0,0
9407.73,273457.21,48,939.18,33,3,0,0,0
22769.89,96383.19,240,0,34,0,0,100,1
14297.01,394890.08,12,0,110,0,0,23,0
17211.71,371796.8,48,0,35,0,0,44,0
17883.41,93348.72,48,0,92,0,0,98,1
15778.94,74186.47,240,0,31,0,0,99,1
13869.78,242108.67,24,2864.71,95,0,1,0,0
10597.83,226638.05,24,0,105,0,0,21,0
10552.36,491231.54,36,0,66,0,0,21,0
20250.55,568843.45,240,0,111,0,0,93,1
10824.23,820763.54,48,1136.01,109,0,0,21,0
30403.51,157653.35,120,0,65,0,0,100,1
15232.76,64078.71,12,0,63,0,0,73,1
9185.06,88012.38,240,0,38,0,0,93,1
10488.42,549133.83,24,2194.37,105,1,0,12,0
18091.64,207326.81,12,0,97,0,0,26,0
8614.61,255403.77,48,2272.32,22,3,0,0,0
9112.14,785782.3,240,1681.02,72,0,0,20,0
15357.62,405172.13,12,0,88,2,0,6,0
21444.25,546924.06,48,1329.1,84,0,0,28,0
12815.54,403799.74,36,0,117,0,0,22,0
24860.46,137300.21,36,0,16,0,0,90,1
15648.14,530925.06,12,0,48,0,0,22,0
21104.48,321574.14,48,661.39,98,0,0,75,1
12375.33,628873.91,60,926.2,1,0,0,12,0
24477.76,723799.07,36,1393.47,32,0,0,25,0
6065.1,126325.04,24,2876.01,27,0,0,13,0
29205.61,581502.14,12,0,92,0,0,31,0
28825.61,856538.12,24,0,87,3,0,4,0
14207.59,371377.04,240,0,12,1,0,73,1
13170.41,616769.25,12,2148.05,24,0,0,16,0
21696.9,524570.65,120,0,48,0,0,85,1
13708.87,777148.21,24,556.08,86,2,0,5,0
20148.16,699596.9,240,0,25,0,0,83,1
24385.66,218257.48,24,618.98,22,0,0,65,1
7229.15,395869.96,36,0,49,1,0,7,0
23521.7,208760.63,60,0,115,0,0,96,1
19428.2,112129.1,12,0,58,2,0,33,0
8002.94,115400.7,12,0,66,1,0,10,0
20890.32,447972.48,12,2875.1,9,1,0,11,0
8354.18,103104.54,12,0,91,0,0,19,0
8588.41,280042.06,60,792.79,78,0,0,19,0
9034.95,762764.18,12,0,29,1,0,6,0
33903.07,631057.02,240,0,120,3,0,75,1
12481.26,383928.12,48,0,99,0,0,22,0
12402.67,74336.71,120,1535.06,68,0,0,87,1
12194.85,200622.25,12,0,14,0,0,14,0
15278.48,222887.35,60,0,55,0,0,80,1
32296.22,382780.24,240,0,83,0,0,100,1
8583.3,275872.66,60,2470.85,44,0,0,16,0
31504.11,456190.1,60,2041.12,64,0,0,82,1
17973.53,184862.85,48,0,98,0,0,87,1
16930.58,728257.04,120,0,38,1,0,45,0
19568.4,740759.52,60,0,12,0,0,19,0
26569.56,469120.26,36,0,70,0,0,47,0
8383.54,380301.52,240,0,62,0,0,74,1
27427.55,904298.01,24,0,73,0,0,31,0
12309.19,80092.91,48,923.46,9,0,0,76,1
11302.11,492327.19,24,1359.04,42,0,0,18,0
16243.14,168315.44,240,0,40,0,0,98,1
10423.68,468812.91,60,1443.3,11,3,0,0,0
21282.52,464086.37,120,904.68,6,0,0,76,1
19147.78,587806.78,12,1813.12,75,0,0,26,0
17851.94,311115.46,24,2341.66,107,0,0,26,0
4671.73,715321.59,24,2010.39,71,1,0,8,0
12530.21,237613.83,120,0,62,0,0,86,1
19485.61,299744.77,36,0,14,0,0,50,0
6374.0,426730.32,60,0,5,1,0,0,0
30828.46,26536.21,24,0,64,0,0,100,1
9226.81,156845.03,24,0,27,0,0,15,0
17213.0,166760.95,48,2845.86,9,0,0,63,1
15017.34,430994.58,240,0,120,0,0,89,1
24053.26,191311.92,12,0,43,0,0,27,0
8757.02,333710.59,12,1947.31,74,0,0,20,0
4995.65,297023.41,240,1295.35,3,0,0,8,0
16570.5,177553.62,48,0,111,0,0,85,1
12653.0,351563.3,12,0,21,0,0,16,0
9785.32,276702.57,48,2055.18,49,0,0,18,0
13445.97,193870.99,12,0,16,1,0,7,0
10654.56,399467.46,48,0,82,0,0,21,0
11616.02,399339.7,120,1200.37,29,0,0,46,0
6560.0,89095.22,60,0,16,0,0,70,1
9406.86,839726.07,24,0,14,0,0,12,0
11427.04,703678.75,240,0,44,0,1,22,0
7924.04,289137.75,36,1561.43,98,0,0,19,0
14070.1,286355.86,12,0,63,0,0,23,0
24843.12,772217.7,48,0,86,3,0,3,0
11116.31,172747.32,120,0,87,0,0,88,1
9883.98,316921.46,24,1928.44,86,0,0,20,0
16791.14,126500.87,60,0,63,0,0,95,1
7080.1,274891.44,120,1245.46,76,1,0,12,0
29873.11,238054.76,120,0,99,0,0,100,1
24811.33,550556.76,24,0,40,0,0,27,0
10479.45,529609.43,120,0,41,0,1,0,0
13194.38,672351.22,120,849.98,114,0,0,22,0
6848.2,195446.37,240,634.96,35,1,0,62,1
26850.92,85812.59,36,0,50,0,0,100,1
10598.05,472186.28,240,0,41,3,0,46,0
18936.27,335001.01,60,2724.82,83,0,0,54,0
31386.97,581224.88,36,1355.36,19,0,0,25,0
33813.95,526651.18,36,0,44,3,0,31,0
18746.98,384207.62,48,0,110,0,0,55,0
9959.46,692838.81,48,2117.74,114,0,0,20,0
17717.34,588389.18,120,0,103,2,0,57,0
8536.37,284900.88,36,0,99,0,0,19,0
13138.92,433982.24,24,0,7,0,0,13,0
32906.22,373135.61,120,2682.04,62,0,0,95,1
8681.06,214453.22,120,0,106,0,0,77,1
20318.07,604797.59,12,0,111,0,0,27,0
20863.75,149504.14,48,2596.4,9,0,0,76,1
6596.83,281849.68,60,2174.76,101,0,0,18,0
9850.79,447874.34,60,0,70,0,0,20,0
9506.74,135136.42,48,0,84,0,0,72,1
11694.55,260429.14,60,1557.96,80,0,0,32,0
15727.59,252781.96,240,1112.21,84,0,0,90,1
14706.35,118025.24,12,0,4,2,0,0,0
7864.32,247453.16,240,0,31,0,0,78,1
14901.41,138794.88,12,0,22,0,0,18,0
14217.38,463640.48,36,0,22,1,0,8,0
17276.8,529951.08,24,2302.6,85,0,0,25,0
21157.58,826260.16,48,2637.96,5,3,0,0,0
23626.83,330556.12,240,0,13,0,0,95,1
7783.6,138645.73,60,2123.96,114,0,0,19,0
6717.98,794497.22,36,2629.3,69,0,0,18,0
13559.46,415278.63,60,0,111,0,0,28,0
16473.89,103516.0,240,1887.79,118,0,0,93,1
13643.38,159426.31,36,1005.6,107,1,1,13,0
15693.86,438136.02,12,0,13,0,0,16,0
9183.62,866062.34,48,0,11,0,0,12,0
8487.81,440130.28,12,0,63,0,0,19,0
23249.57,624877.78,12,2628.51,107,0,0,29,0
9152.11,225758.65,24,2451.07,37,0,0,16,0
18345.94,413241.8,12,0,31,0,0,21,0
8948.41,225070.67,12,0,11,0,0,12,0
19999.66,375654.48,48,0,69,0,0,65,1
7053.88,802639.55,60,2365.42,58,0,0,18,0
12230.94,307485.16,120,0,91,0,0,80,1
22750.22,668877.95,12,0,78,0,0,29,0
16673.34,609505.74,48,2332.12,41,0,0,22,0
11312.34,937454.18,12,0,52,1,0,11,0
9978.5,449514.25,48,0,84,0,0,20,0
12786.67,123928.71,60,0,110,1,0,79,1
20731.08,346305.39,240,0,38,0,0,96,1
13321.35,462497.42,48,515.42,32,2,0,0,0
8453.86,705436.7,24,2746.68,98,0,0,19,0
23081.93,107118.12,24,2611.82,89,0,0,82,1
8671.3,452221.52,48,0,39,0,0,16,0
10573.61,334878.52,48,0,79,0,0,21,0
25472.48,82738.28,36,0,27,0,0,100,1
14678.9,579149.34,12,0,24,3,0,0,0
4240.09,65712.15,48,1000.55,22,2,0,0,0
23985.33,173218.66,240,0,75,0,0,100,1
21526.64,519007.78,24,581.12,30,1,1,0,0
23690.14,164888.09,120,0,67,0,0,100,1
30552.65,466360.5,48,0,98,0,0,81,1
18396.62,403863.82,48,0,52,0,0,47,0
10920.1,583442.75,120,0,2,0,0,19,0
21765.53,241735.92,12,0,50,0,0,26,0
6133.16,172608.54,120,2374.25,4,0,0,9,0
12016.55,498058.35,24,1701.22,1,0,0,12,0
32457.82,188764.72,240,725.9,37,0,0,100,1
9023.4,790193.54,240,0,98,0,0,27,0
14707.61,311412.04,240,0,36,0,0,89,1
19045.87,170422.98,240,0,115,0,0,100,1
20280.16,807852.56,60,0,74,0,0,27,0
10483.05,280541.23,120,0,73,1,0,68,1
9842.22,730069.37,36,1195.41,52,0,0,19,0
18690.02,411715.74,120,0,110,1,0,78,1
18848.97,78653.79,240,0,85,0,0,100,1
9190.95,741293.24,48,0,4,1,0,2,0
9944.58,483676.94,36,0,116,0,0,20,0
30041.1,748145.13,60,0,4,0,0,52,0
10682.1,583048.89,12,0,43,0,0,18,0
30529.15,303799.75,120,0,16,0,0,97,1
5171.09,95311.38,36,0,83,0,0,28,0
15624.59,125628.02,240,0,14,2,0,76,1
21197.95,219717.0,12,0,84,0,0,28,0
25590.03,522262.44,12,0,1,0,0,21,0
7451.45,512198.11,240,0,105,0,0,53,0
14538.02,410634.38,120,0,34,0,0,74,1
16821.77,456540.65,12,0,105,0,0,25,0
11427.01,630624.77,60,0,5,0,1,0,0
9913.26,19245.91,48,2765.74,120,1,0,63,1
23418.44,381136.79,120,0,15,1,0,80,1
7115.67,584450.05,120,0,13,1,0,1,0
12042.11,424799.69,48,546.86,88,0,0,22,0
24350.05,240663.86,36,0,68,1,0,76,1
8034.47,580350.81,60,0,64,0,0,19,0
19753.92,539830.12,48,0,77,2,0,9,0
27325.65,72499.15,120,0,80,0,0,100,1
34109.17,246638.09,48,0,49,1,0,87,1
23114.86,765740.35,12,0,21,0,0,23,0
11195.24,151873.66,48,584.19,52,2,0,50,0
31135.23,800204.72,48,0,42,0,0,30,0
9583.45,479825.2,24,0,62,0,0,20,0
11716.73,207477.97,60,1952.93,85,0,0,44,0
7019.81,116082.68,24,0,106,0,0,18,0
10174.47,231920.47,36,0,51,0,0,19,0
7548.41,363400.25,240,0,81,0,0,72,1
13307.75,152482.2,60,2580.46,10,0,0,58,0
17197.6,231854.3,240,1369.87,35,0,0,88,1
25893.01,233442.06,48,0,67,0,0,94,1
16951.15,58053.62,24,0,59,3,0,67,1
8723.44,378792.56,240,2398.68,102,0,0,28,0
7001.88,649767.6,24,743.29,29,0,0,13,0
13904.38,220860.73,60,0,96,0,0,78,1
4479.73,275488.47,120,0,39,0,0,14,0
17059.64,170250.02,12,2284.01,39,0,0,22,0
24638.99,194868.95,36,0,119,2,0,73,1
19986.7,678408.9,48,0,95,1,1,0,0
19841.12,604779.82,240,1340.92,102,0,0,85,1
30652.94,622397.94,240,0,106,0,0,100,1
6051.92,372428.88,36,0,2,0,0,8,0
30446.72,308384.22,60,2965.78,101,1,0,78,1
23065.62,309183.77,60,0,119,1,0,79,1
12277.87,358726.17,24,1053.53,7,1,0,4,0
10531.71,570718.16,12,0,58,1,1,0,0
32933.61,335114.48,12,0,106,0,0,31,0
23082.93,245168.8,24,2512.28,55,0,0,34,0
19706.31,404514.3,36,0,108,0,0,27,0
9293.89,350686.42,240,1955.8,72,0,0,52,0
25344.17,649284.52,36,0,47,1,0,20,0
13208.98,198233.65,240,0,94,0,0,96,1
21226.57,848102.74,120,1805.16,46,0,0,47,0
13760.39,377621.37,240,0,50,0,0,87,1
